ticket_id,created_at,category,priority,channel,agent,first_response_mins,resolution_hours,csat,reopened,summary
TKT-5566,2024-05-04 07:00,Billing,low,phone,Vikram,7.59,26.69,3.0,Yes,Refund not received after 14 days
TKT-5416,2025-06-12 06:00,login issue,low,chat,Ananya,4.42,17.16,4.0,No,Delivery delayed by courier
TKT-6207,2025-01-27 18:00,Billing,low,portal,Imran,4.2,11.54,4.0,No,Unable to apply coupon code
TKT-5961,2024-08-10 18:00,Billing,low,email,Rahul,1.46,10.96,3.0,No,Invoice shows wrong GST number
TKT-6246,2025-04-13 14:00,Login Issue,medium,chat,Rahul,2.69,8.66,5.0,No,App crashes on checkout
TKT-5778,2024-05-27 16:00,Shipping,low,email,Rahul,3.6,15.35,5.0,No,Wants dark mode in the mobile app
TKT-6320,2024-03-03 10:00,login issue,medium,email,Vikram,1.25,4.35,,No,Unable to apply coupon code
TKT-5975,2024-05-02 22:00,feature request,medium,chat,Vikram,0.97,7.58,3.0,No,Unable to apply coupon code
TKT-5407,2024-03-19 10:00,Login Issue,high,chat,Sara,0.42,2.36,4.0,No,App crashes on checkout
TKT-5587,2024-02-24 00:00,login issue,medium,portal,Rahul,1.09,5.74,4.0,No,Refund not received after 14 days
TKT-5396,2024-01-25 09:00,BILLING,medium,email,Meera,1.01,2.99,5.0,No,Wants dark mode in the mobile app
TKT-6306,2024-05-18 18:00,bug,low,portal,Vikram,1.79,14.48,4.0,No,Request to merge duplicate accounts
TKT-5366,2024-09-12 21:00,Bug,medium,chat,Sara,0.58,5.71,5.0,No,Delivery delayed by courier
TKT-6194,2024-10-13 13:00,Login Issue,low,portal,Vikram,1.96,4.91,4.0,No,Request to merge duplicate accounts
TKT-5782,2024-03-07 21:00,Login Issue,medium,portal,Vikram,2.82,9.63,5.0,No,Request to merge duplicate accounts
TKT-5729,2024-12-24 12:00,login issue,urgent,chat,Rahul,0.17,0.72,4.0,Yes,Refund not received after 14 days
TKT-5796,2025-06-11 17:00,Billing,medium,email,Sara,3.81,12.91,3.0,No,Wants dark mode in the mobile app
TKT-6193,2025-01-18 03:00,billing,low,phone,Meera,0.78,4.92,4.0,No,Invoice shows wrong GST number
TKT-5828,2025-04-15 13:00,Billing,medium,portal,Meera,0.8,824.53,4.0,No,Invoice shows wrong GST number
TKT-5844,2024-01-03 23:00,Billing,low,chat,Rahul,1.38,5.84,5.0,No,Wants dark mode in the mobile app
TKT-5192,2024-11-26 22:00,Bug,medium,chat,Ananya,1.06,2.66,3.0,No,Wants dark mode in the mobile app
TKT-5149,2024-02-01 18:00,login issue,low,chat,Imran,2.24,7.45,4.0,No,Invoice shows wrong GST number
TKT-6139,2024-10-21 01:00,billing,low,portal,,0.54,4.77,4.0,No,Delivery delayed by courier
TKT-6343,2024-11-09 07:00,Bug,medium,chat,Meera,1.58,4.39,4.0,No,App crashes on checkout
TKT-6081,2025-06-23 01:00,bug,high,chat,Sara,0.3,3.41,3.0,No,Customer cannot reset password
TKT-5334,2024-09-07 17:00,Shipping,low,portal,Rahul,1.86,7.38,5.0,No,Wants dark mode in the mobile app
TKT-5299,2024-01-12 18:00,Billing,high,phone,Ananya,1.16,7.83,4.0,No,Unable to apply coupon code
TKT-6121,2024-02-15 20:00,login issue,high,email,Rahul,0.09,1.72,3.0,No,Unable to apply coupon code
TKT-6593,2024-01-11 08:00,billing,low,email,Meera,1.66,8.37,5.0,No,Unable to apply coupon code
TKT-5829,2024-01-16 19:00,Login Issue,medium,portal,Ananya,7.23,19.24,4.0,No,Wants dark mode in the mobile app
TKT-5887,2024-04-15 04:00,feature request,medium,phone,Vikram,1.19,8.32,4.0,No,App crashes on checkout
TKT-6026,2024-02-12 07:00,feature request,low,chat,Vikram,1.3,15.63,4.0,No,Invoice shows wrong GST number
TKT-6373,2024-08-17 02:00,Billing,high,chat,Imran,0.48,2.42,,Yes,Request to merge duplicate accounts
TKT-5240,2024-03-17 10:00,billing,high,portal,Rahul,0.48,2.78,4.0,No,Refund not received after 14 days
TKT-5199,2025-06-08 05:00,login issue,urgent,email,Rahul,0.18,3.02,3.0,No,App crashes on checkout
TKT-5779,2025-04-08 12:00,shipping,medium,phone,Meera,2.18,5.54,4.0,No,App crashes on checkout
TKT-5045,2025-06-13 00:00,shipping,medium,email,Rahul,0.33,5.72,5.0,No,Customer cannot reset password
TKT-6500,2024-10-15 16:00,Shipping,low,email,Rahul,2.55,7.06,4.0,No,Invoice shows wrong GST number
TKT-5540,2025-01-21 10:00,billing,urgent,email,Ananya,0.58,1.81,4.0,No,Delivery delayed by courier
TKT-6074,2024-09-11 08:00,shipping,medium,portal,Vikram,1.01,4.47,4.0,No,Refund not received after 14 days
TKT-5137,2024-01-17 19:00,Billing,medium,portal,Vikram,1.3,5.71,5.0,No,Delivery delayed by courier
TKT-6042,2024-08-14 06:00,Billing,low,email,Ananya,2.14,6.35,,No,Request to merge duplicate accounts
TKT-6490,2024-05-29 18:00,Shipping,low,email,Meera,1.26,6.41,4.0,No,Request to merge duplicate accounts
TKT-5533,2024-06-04 04:00,Shipping,high,chat,Rahul,0.84,3.1,5.0,No,Unable to apply coupon code
TKT-6117,2024-11-15 14:00,bug,low,portal,Sara,4.14,12.31,3.0,No,Customer cannot reset password
TKT-6223,2024-12-22 11:00,BILLING,high,email,Ananya,1.15,3.96,3.0,No,App crashes on checkout
TKT-6122,2024-05-26 12:00,Login Issue,low,chat,Rahul,3.35,8.42,5.0,No,Refund not received after 14 days
TKT-6478,2024-05-05 15:00,shipping,low,chat,Ananya,0.94,514.76,4.0,No,Unable to apply coupon code
TKT-6110,2024-12-10 11:00,billing,urgent,email,Ananya,0.39,1.3,4.0,No,Refund not received after 14 days
TKT-5381,2025-05-25 13:00,billing,low,email,Meera,16.03,42.08,,No,Delivery delayed by courier
TKT-5205,2024-05-24 21:00,Login Issue,low,phone,Vikram,1.14,5.38,4.0,No,Request to merge duplicate accounts
TKT-6380,2025-06-18 09:00,Bug,low,email,Imran,2.24,12.74,4.0,No,Customer cannot reset password
TKT-6154,2024-06-15 05:00,shipping,low,email,Meera,2.14,8.24,4.0,No,Wants dark mode in the mobile app
TKT-6348,2025-02-04 09:00,Bug,low,phone,Vikram,2.13,6.94,5.0,No,Delivery delayed by courier
TKT-6596,2024-12-25 05:00,login issue,low,portal,Ananya,2.0,9.09,,No,App crashes on checkout
TKT-5638,2025-03-08 01:00,Shipping,low,email,Sara,3.95,14.78,4.0,No,Refund not received after 14 days
TKT-5448,2024-10-10 22:00,shipping,high,chat,Rahul,0.29,4.31,4.0,No,App crashes on checkout
TKT-5510,2025-06-26 01:00,Login Issue,high,chat,Ananya,1.31,8.22,4.0,No,Invoice shows wrong GST number
TKT-5423,2024-11-12 17:00,bug,urgent,email,Sara,0.73,2.47,4.0,No,Wants dark mode in the mobile app
TKT-5006,2024-02-16 20:00,bug,medium,chat,Ananya,0.62,7.93,4.0,No,Wants dark mode in the mobile app
TKT-5158,2024-10-02 05:00,Login Issue,medium,chat,Rahul,2.83,7.23,4.0,Yes,Invoice shows wrong GST number
TKT-5032,2024-02-20 05:00,Login Issue,medium,phone,Meera,0.41,2.22,4.0,No,Refund not received after 14 days
TKT-6116,2025-06-26 14:00,bug,medium,chat,Vikram,0.86,13.77,2.0,No,Unable to apply coupon code
TKT-5156,2024-03-09 19:00,Bug,low,portal,Ananya,2.92,9.37,3.0,Yes,Refund not received after 14 days
TKT-5521,2024-03-20 15:00,Login Issue,low,chat,Rahul,1.35,4.18,4.0,No,Invoice shows wrong GST number
TKT-5490,2025-05-23 14:00,Login Issue,low,chat,Ananya,0.82,9.82,4.0,No,Wants dark mode in the mobile app
TKT-6004,2024-03-10 21:00,bug,high,email,Vikram,1.73,5.79,4.0,No,Refund not received after 14 days
TKT-5593,2025-06-17 20:00,billing,medium,email,Meera,3.1,12.45,3.0,No,Unable to apply coupon code
TKT-5622,2024-03-30 23:00,Login Issue,medium,chat,Meera,1.62,11.77,4.0,No,Wants dark mode in the mobile app
TKT-5994,2024-10-15 16:00,shipping,high,chat,Imran,1.36,6.59,3.0,No,Invoice shows wrong GST number
TKT-6388,2025-04-30 12:00,login issue,low,chat,Ananya,0.66,13.16,,No,Refund not received after 14 days
TKT-5406,2024-08-24 08:00,Feature Request,low,portal,Vikram,2.51,16.02,5.0,No,App crashes on checkout
TKT-5939,2024-10-04 01:00,Bug,medium,email,Vikram,5.43,18.55,4.0,No,Request to merge duplicate accounts
TKT-5545,2024-01-30 02:00,Feature Request,medium,email,Vikram,3.02,12.04,4.0,No,Unable to apply coupon code
TKT-6457,2024-09-05 00:00,Bug,medium,phone,Ananya,1.92,5.3,3.0,Yes,Invoice shows wrong GST number
TKT-6322,2024-10-26 13:00,login issue,high,portal,Meera,2.14,5.89,5.0,No,Request to merge duplicate accounts
TKT-6563,2025-05-15 17:00,shipping,low,email,Sara,3.15,12.52,4.0,No,Invoice shows wrong GST number
TKT-6584,2024-12-12 11:00,billing,medium,phone,Ananya,0.66,2.87,5.0,No,Unable to apply coupon code
TKT-5681,2024-03-15 21:00,billing,low,email,Rahul,2.43,9.46,5.0,No,Request to merge duplicate accounts
TKT-5895,2024-11-29 06:00,feature request,urgent,chat,Ananya,0.79,3.03,4.0,No,Customer cannot reset password
TKT-5153,2024-06-09 00:00,Billing,urgent,chat,Vikram,0.77,2.81,5.0,No,Delivery delayed by courier
TKT-5122,2024-12-22 15:00,Feature Request,medium,portal,Ananya,1.06,4.71,4.0,No,Customer cannot reset password
TKT-5120,2024-08-27 14:00,billing,low,portal,Sara,1.56,14.84,4.0,No,Unable to apply coupon code
TKT-5846,2024-03-26 04:00,login issue,low,email,Vikram,0.77,8.71,5.0,No,Wants dark mode in the mobile app
TKT-5600,2024-12-01 20:00,Login Issue,high,chat,Meera,1.43,4.19,5.0,No,Customer cannot reset password
TKT-5463,2024-08-16 10:00,Shipping,low,portal,Rahul,3.44,11.62,2.0,No,Delivery delayed by courier
TKT-6091,2024-09-01 07:00,Bug,low,phone,Ananya,1.63,13.43,4.0,Yes,Wants dark mode in the mobile app
TKT-6084,2024-04-19 06:00,login issue,medium,portal,Rahul,1.46,10.55,,No,Refund not received after 14 days
TKT-6435,2024-02-25 12:00,shipping,medium,email,Vikram,0.5,3.25,3.0,No,Invoice shows wrong GST number
TKT-5586,2025-01-10 17:00,bug,low,chat,Vikram,2.2,8.91,4.0,No,Delivery delayed by courier
TKT-5946,2025-06-14 12:00,bug,high,chat,Ananya,0.74,8.4,3.0,No,Customer cannot reset password
TKT-6271,2024-02-29 13:00,Login Issue,medium,portal,Meera,3.28,8.38,5.0,Yes,Wants dark mode in the mobile app
TKT-6254,2024-12-20 03:00,login issue,low,phone,Ananya,2.91,7.57,2.0,No,Customer cannot reset password
TKT-5522,2024-04-14 19:00,billing,low,portal,Vikram,4.92,21.61,4.0,No,Wants dark mode in the mobile app
TKT-5197,2024-03-05 07:00,billing,medium,portal,Imran,2.71,8.58,4.0,Yes,Invoice shows wrong GST number
TKT-5150,2025-04-11 08:00,feature request,medium,email,Ananya,1.23,4.59,4.0,No,Request to merge duplicate accounts
TKT-5528,2025-05-13 19:00,login issue,medium,email,Meera,2.42,8.75,4.0,No,Customer cannot reset password
TKT-5690,2025-06-27 04:00,billing,high,chat,Vikram,0.23,2.38,5.0,No,Invoice shows wrong GST number
TKT-5180,2025-05-26 05:00,Shipping,low,phone,Imran,0.57,9.37,4.0,No,Unable to apply coupon code
TKT-5992,2024-04-17 08:00,Billing,urgent,phone,Meera,1.53,4.15,4.0,No,Request to merge duplicate accounts
TKT-6172,2024-08-01 08:00,bug,low,portal,Meera,1.9,6.36,3.0,No,Customer cannot reset password
TKT-5832,2024-09-04 01:00,bug,medium,phone,Ananya,1.26,3.99,5.0,No,Unable to apply coupon code
TKT-6190,2024-08-14 11:00,billing,high,chat,Rahul,0.61,2.01,5.0,Yes,Invoice shows wrong GST number
TKT-5650,2024-09-23 15:00,Bug,high,portal,Sara,0.76,2.51,5.0,No,Unable to apply coupon code
TKT-5257,2024-02-26 08:00,Billing,medium,chat,Meera,0.51,3.56,4.0,No,Customer cannot reset password
TKT-6144,2024-06-29 10:00,Bug,low,email,Ananya,0.81,4.82,3.0,No,Wants dark mode in the mobile app
TKT-6045,2024-03-24 17:00,bug,low,portal,Ananya,1.54,12.76,3.0,Yes,Customer cannot reset password
TKT-6282,2024-08-02 10:00,bug,medium,portal,Rahul,1.23,7.98,3.0,No,Request to merge duplicate accounts
TKT-5474,2024-12-11 16:00,Billing,low,chat,Sara,2.53,10.16,3.0,Yes,Customer cannot reset password
TKT-5118,2024-05-13 18:00,login issue,medium,email,,2.89,9.54,5.0,Yes,Unable to apply coupon code
TKT-5178,2025-05-05 20:00,feature request,low,phone,Vikram,3.27,13.51,5.0,No,App crashes on checkout
TKT-5686,2024-08-09 15:00,Shipping,low,email,Meera,2.06,5.47,5.0,No,Wants dark mode in the mobile app
TKT-5297,2024-08-27 04:00,Bug,low,chat,Sara,0.31,2.2,3.0,No,Delivery delayed by courier
TKT-6578,2024-03-02 13:00,Billing,medium,portal,Imran,2.69,9.45,3.0,No,Customer cannot reset password
TKT-5761,2024-10-28 09:00,Feature Request,urgent,chat,Vikram,0.36,1.19,3.0,No,App crashes on checkout
TKT-6518,2024-09-26 15:00,Login Issue,medium,email,Rahul,0.92,3.72,3.0,No,App crashes on checkout
TKT-5109,2025-01-19 07:00,login issue,medium,chat,Vikram,1.1,5.4,4.0,No,Invoice shows wrong GST number
TKT-6507,2024-09-18 12:00,Login Issue,high,chat,Meera,1.3,4.99,4.0,No,Delivery delayed by courier
TKT-5542,2024-04-16 04:00,Login Issue,high,portal,Ananya,0.12,1.57,3.0,No,Request to merge duplicate accounts
TKT-5935,2025-05-27 14:00,bug,medium,email,Ananya,1.81,8.7,4.0,No,App crashes on checkout
TKT-5649,2025-04-07 11:00,Billing,low,chat,Rahul,2.59,15.91,4.0,No,Delivery delayed by courier
TKT-5712,2025-01-31 14:00,bug,high,chat,Imran,0.78,2.04,4.0,Yes,Wants dark mode in the mobile app
TKT-6418,2025-04-14 05:00,Shipping,medium,email,Ananya,2.33,12.51,3.0,No,Refund not received after 14 days
TKT-6044,2025-01-21 12:00,Billing,high,email,Vikram,0.27,1.93,4.0,Yes,Wants dark mode in the mobile app
TKT-6034,2024-02-06 06:00,Billing,low,chat,Sara,6.74,18.03,5.0,No,Delivery delayed by courier
TKT-5732,2025-05-17 06:00,feature request,low,chat,Meera,0.76,7.7,5.0,No,Invoice shows wrong GST number
TKT-5917,2025-03-03 07:00,Feature Request,low,phone,Vikram,2.42,8.57,5.0,No,Wants dark mode in the mobile app
TKT-6300,2025-02-18 00:00,bug,high,chat,Rahul,0.93,5.07,4.0,No,Request to merge duplicate accounts
TKT-5139,2024-08-26 00:00,billing,medium,portal,Rahul,1.76,4.77,5.0,No,Wants dark mode in the mobile app
TKT-5223,2024-04-20 06:00,feature request,urgent,email,Ananya,0.4,1.07,4.0,No,Delivery delayed by courier
TKT-5075,2024-09-16 06:00,shipping,low,chat,Imran,3.13,8.19,4.0,No,Unable to apply coupon code
TKT-5882,2024-09-01 14:00,bug,low,chat,Sara,2.59,13.53,,No,Refund not received after 14 days
TKT-6399,2024-06-12 03:00,bug,low,email,Vikram,0.74,10.23,3.0,No,Request to merge duplicate accounts
TKT-5643,2024-09-19 02:00,billing,medium,email,Sara,0.32,5.58,4.0,No,Refund not received after 14 days
TKT-5588,2025-04-01 05:00,shipping,low,phone,,2.22,7.2,5.0,No,Delivery delayed by courier
TKT-5263,2025-05-19 04:00,bug,low,portal,Vikram,0.7,7.24,4.0,No,Delivery delayed by courier
TKT-5708,2024-09-16 09:00,Billing,low,email,Rahul,1.11,8.38,5.0,No,Refund not received after 14 days
TKT-5623,2024-08-15 04:00,login issue,medium,portal,Ananya,0.59,1.79,4.0,No,Request to merge duplicate accounts
TKT-5723,2024-03-06 06:00,Bug,medium,chat,Ananya,2.59,9.6,4.0,No,Unable to apply coupon code
TKT-6411,2024-11-02 00:00,Login Issue,low,portal,Imran,1.65,10.67,,No,Customer cannot reset password
TKT-6213,2025-04-17 09:00,Login Issue,high,portal,Ananya,0.74,2.77,3.0,Yes,App crashes on checkout
TKT-6441,2024-10-06 10:00,billing,medium,portal,Ananya,2.61,8.89,3.0,No,Wants dark mode in the mobile app
TKT-6244,2025-04-21 21:00,Shipping,low,chat,Vikram,1.55,4.7,4.0,Yes,App crashes on checkout
TKT-5395,2025-04-21 15:00,Billing,medium,chat,Rahul,0.34,5.1,4.0,Yes,Customer cannot reset password
TKT-5839,2025-05-11 07:00,bug,low,email,Meera,1.91,5.12,5.0,No,Customer cannot reset password
TKT-6079,2025-03-31 18:00,feature request,medium,phone,Meera,0.5,3.09,3.0,No,Request to merge duplicate accounts
TKT-6401,2024-05-11 13:00,Shipping,low,email,Imran,2.05,8.74,5.0,No,Request to merge duplicate accounts
TKT-6508,2025-04-15 11:00,Feature Request,medium,portal,,3.37,8.97,4.0,No,Invoice shows wrong GST number
TKT-5165,2025-03-19 15:00,Login Issue,medium,email,Rahul,0.73,3.64,3.0,Yes,Delivery delayed by courier
TKT-6412,2024-05-16 13:00,shipping,medium,email,Ananya,0.49,9.58,4.0,No,Refund not received after 14 days
TKT-5115,2024-11-05 23:00,Shipping,high,email,Ananya,6.96,21.42,3.0,No,Request to merge duplicate accounts
TKT-5682,2025-06-07 03:00,Feature Request,medium,portal,Rahul,0.97,4.79,3.0,No,App crashes on checkout
TKT-5310,2024-12-28 23:00,Billing,urgent,chat,Imran,0.66,6.51,4.0,No,Customer cannot reset password
TKT-6529,2025-05-15 18:00,Login Issue,high,portal,Rahul,0.85,2.96,4.0,No,Unable to apply coupon code
TKT-5475,2025-03-03 16:00,login issue,low,phone,Meera,0.37,6.79,5.0,No,Request to merge duplicate accounts
TKT-5420,2025-05-20 11:00,billing,low,email,Imran,1.66,4.88,,No,Refund not received after 14 days
TKT-5554,2025-06-20 12:00,shipping,medium,email,Meera,2.22,5.93,4.0,No,App crashes on checkout
TKT-6290,2024-05-07 08:00,login issue,low,email,Vikram,0.92,5.77,4.0,No,Refund not received after 14 days
TKT-5218,2024-08-31 15:00,billing,high,portal,Rahul,0.4,2.08,,No,Delivery delayed by courier
TKT-5211,2025-01-25 16:00,Feature Request,high,chat,Ananya,0.38,4.32,4.0,No,Delivery delayed by courier
TKT-5634,2024-04-09 16:00,Billing,urgent,phone,Rahul,0.18,1.75,5.0,No,Unable to apply coupon code
TKT-5054,2024-09-28 07:00,Billing,medium,portal,Rahul,0.29,4.99,4.0,No,Refund not received after 14 days
TKT-6078,2024-08-15 16:00,feature request,urgent,chat,Ananya,0.66,2.02,5.0,No,Refund not received after 14 days
TKT-6355,2024-09-27 19:00,shipping,low,portal,Meera,0.6,9.14,,No,App crashes on checkout
TKT-5648,2025-06-07 11:00,bug,high,email,Vikram,2.17,6.9,4.0,No,Customer cannot reset password
TKT-6592,2024-07-27 22:00,login issue,low,chat,Meera,0.87,7.51,5.0,No,Customer cannot reset password
TKT-6216,2024-10-03 09:00,login issue,medium,chat,Vikram,1.44,6.69,4.0,No,Unable to apply coupon code
TKT-6302,2025-01-16 09:00,Bug,medium,phone,Vikram,0.71,8.09,4.0,Yes,Delivery delayed by courier
TKT-5718,2024-05-08 11:00,Billing,low,chat,Meera,3.62,12.3,4.0,No,Request to merge duplicate accounts
TKT-6263,2025-03-24 07:00,billing,medium,portal,Rahul,0.35,3.45,5.0,No,Delivery delayed by courier
TKT-5147,2024-05-07 11:00,shipping,low,phone,Imran,0.51,8.32,4.0,Yes,Delivery delayed by courier
TKT-5953,2024-08-21 04:00,Bug,low,portal,Ananya,6.55,23.3,4.0,No,Delivery delayed by courier
TKT-5254,2024-12-26 00:00,login issue,medium,portal,Ananya,0.64,5.22,5.0,Yes,Delivery delayed by courier
TKT-5106,2025-03-01 07:00,Login Issue,urgent,phone,Imran,0.63,1.64,,No,Customer cannot reset password
TKT-5565,2024-05-09 00:00,feature request,medium,phone,Vikram,0.97,3.13,4.0,No,Request to merge duplicate accounts
TKT-5392,2024-07-19 03:00,shipping,high,chat,Imran,0.28,1.69,4.0,No,Refund not received after 14 days
TKT-6268,2025-06-03 11:00,login issue,medium,portal,Vikram,5.53,14.2,4.0,No,Wants dark mode in the mobile app
TKT-5230,2024-09-09 10:00,feature request,low,portal,,2.91,8.51,4.0,No,Delivery delayed by courier
TKT-5146,2024-01-19 21:00,bug,urgent,email,Ananya,0.46,5.89,5.0,No,Invoice shows wrong GST number
TKT-6559,2025-04-11 05:00,Billing,medium,email,Ananya,0.35,3.48,3.0,No,Invoice shows wrong GST number
TKT-6019,2024-03-04 03:00,Feature Request,high,chat,Rahul,0.97,5.31,3.0,No,Unable to apply coupon code
TKT-5167,2024-04-01 00:00,Billing,low,chat,Vikram,2.31,6.73,4.0,No,Delivery delayed by courier
TKT-5956,2024-08-06 10:00,Billing,medium,portal,Sara,2.15,7.85,5.0,Yes,Refund not received after 14 days
TKT-5052,2024-07-17 07:00,shipping,medium,chat,Meera,0.65,1.71,5.0,No,Request to merge duplicate accounts
TKT-5598,2024-12-08 03:00,feature request,urgent,email,Meera,0.39,1.9,2.0,Yes,App crashes on checkout
TKT-5808,2024-08-01 01:00,Login Issue,low,chat,Vikram,9.63,28.92,4.0,No,Unable to apply coupon code
TKT-6439,2025-06-04 15:00,feature request,low,email,Imran,1.4,4.3,4.0,No,App crashes on checkout
TKT-5399,2024-06-18 03:00,bug,high,portal,Sara,1.53,4.73,4.0,No,Unable to apply coupon code
TKT-6250,2024-05-11 20:00,Shipping,low,chat,Imran,3.78,12.62,4.0,No,Wants dark mode in the mobile app
TKT-5651,2024-12-21 15:00,Feature Request,low,portal,,3.54,9.13,4.0,No,Wants dark mode in the mobile app
TKT-5858,2024-12-30 16:00,Login Issue,medium,email,Meera,3.37,9.58,4.0,No,Customer cannot reset password
TKT-5468,2024-04-08 21:00,Login Issue,urgent,portal,Rahul,0.74,1.97,5.0,No,Delivery delayed by courier
TKT-6276,2024-12-24 01:00,Shipping,low,chat,Ananya,1.06,7.07,3.0,No,Unable to apply coupon code
TKT-6424,2024-05-19 08:00,shipping,high,portal,Ananya,0.84,5.22,4.0,No,Request to merge duplicate accounts
TKT-5347,2025-05-25 03:00,Bug,low,portal,Vikram,2.9,13.13,4.0,No,Delivery delayed by courier
TKT-5280,2024-05-30 08:00,BILLING,high,email,Rahul,0.6,3.28,4.0,No,Customer cannot reset password
TKT-5990,2024-07-05 18:00,Bug,low,email,Rahul,1.65,4.58,5.0,No,Delivery delayed by courier
TKT-6316,2025-01-21 18:00,login issue,high,email,Rahul,2.98,8.0,4.0,No,Customer cannot reset password
TKT-5715,2025-03-11 14:00,login issue,medium,email,Meera,1.53,5.92,4.0,No,Wants dark mode in the mobile app
TKT-5009,2024-02-21 07:00,Shipping,urgent,chat,Vikram,0.26,2.3,5.0,No,Refund not received after 14 days
TKT-5740,2025-03-21 07:00,Bug,low,email,Sara,3.18,11.71,,No,Refund not received after 14 days
TKT-5270,2024-06-09 15:00,shipping,medium,portal,Vikram,2.89,7.43,4.0,No,Customer cannot reset password
TKT-6372,2024-09-02 02:00,feature request,medium,email,Rahul,1.55,4.85,4.0,No,Customer cannot reset password
TKT-5285,2025-05-26 02:00,bug,high,email,Ananya,0.47,2.34,5.0,No,Customer cannot reset password
TKT-5541,2024-01-31 04:00,Bug,low,email,Ananya,2.48,6.87,3.0,No,Invoice shows wrong GST number
TKT-5741,2025-02-19 13:00,BILLING,low,email,Imran,1.81,19.62,4.0,No,Unable to apply coupon code
TKT-5444,2024-10-04 01:00,login issue,low,email,Meera,3.82,14.28,3.0,No,Delivery delayed by courier
TKT-6497,2025-03-01 10:00,billing,medium,email,Rahul,0.59,4.46,3.0,No,Unable to apply coupon code
TKT-5830,2024-05-14 00:00,Login Issue,medium,chat,Rahul,0.45,2.37,4.0,No,Delivery delayed by courier
TKT-5103,2024-01-05 00:00,Login Issue,high,email,Vikram,0.28,2.82,4.0,No,Customer cannot reset password
TKT-6460,2025-03-06 15:00,bug,medium,phone,Ananya,1.06,11.23,3.0,No,Unable to apply coupon code
TKT-5099,2024-03-17 03:00,feature request,medium,portal,Ananya,0.44,2.43,5.0,No,Wants dark mode in the mobile app
TKT-5781,2024-12-13 04:00,login issue,low,portal,Sara,1.62,4.25,,No,Customer cannot reset password
TKT-5803,2025-05-15 13:00,Bug,medium,chat,Meera,1.14,8.69,5.0,No,Invoice shows wrong GST number
TKT-5855,2025-04-07 22:00,Login Issue,high,portal,Vikram,0.22,2.24,5.0,No,App crashes on checkout
TKT-6280,2025-02-07 05:00,Login Issue,high,portal,Ananya,0.73,4.16,3.0,No,Unable to apply coupon code
TKT-5495,2024-08-12 20:00,login issue,low,chat,Rahul,2.45,11.43,4.0,No,Invoice shows wrong GST number
TKT-5432,2025-03-26 03:00,Billing,medium,portal,Ananya,0.65,7.23,4.0,No,Delivery delayed by courier
TKT-5142,2024-05-30 17:00,Billing,low,email,Sara,2.57,13.77,4.0,No,Customer cannot reset password
TKT-5827,2025-05-03 21:00,Billing,low,chat,Rahul,2.53,12.72,5.0,No,Customer cannot reset password
TKT-5166,2024-06-24 01:00,Shipping,low,email,Rahul,2.47,6.57,4.0,No,Delivery delayed by courier
TKT-5161,2024-12-28 01:00,Login Issue,medium,email,Imran,2.41,6.71,,No,Refund not received after 14 days
TKT-6160,2024-11-13 16:00,Feature Request,high,portal,Ananya,0.79,4.73,4.0,No,Wants dark mode in the mobile app
TKT-6040,2025-01-19 20:00,billing,low,email,Ananya,4.54,12.14,4.0,No,Unable to apply coupon code
TKT-6137,2024-07-18 19:00,Feature Request,medium,email,Meera,0.79,4.37,4.0,No,Request to merge duplicate accounts
TKT-5007,2025-01-15 01:00,Billing,low,email,Meera,2.26,8.15,4.0,No,Request to merge duplicate accounts
TKT-5173,2025-01-28 16:00,shipping,high,email,Meera,0.57,2.56,3.0,No,Wants dark mode in the mobile app
TKT-5446,2024-06-19 23:00,Feature Request,low,chat,Rahul,0.91,13.89,5.0,No,Delivery delayed by courier
TKT-6514,2024-05-14 13:00,login issue,medium,email,Sara,7.02,18.31,5.0,No,Unable to apply coupon code
TKT-6499,2025-04-03 10:00,bug,low,email,Ananya,1.61,8.96,4.0,No,Invoice shows wrong GST number
TKT-5866,2025-03-22 18:00,shipping,low,email,Rahul,2.33,12.67,5.0,No,App crashes on checkout
TKT-5579,2024-02-25 09:00,Login Issue,high,email,Meera,1.65,5.59,4.0,No,App crashes on checkout
TKT-6533,2024-04-12 15:00,Billing,low,chat,Meera,0.87,7.41,3.0,Yes,Customer cannot reset password
TKT-5204,2024-09-06 07:00,bug,low,phone,Meera,4.37,12.11,4.0,No,Request to merge duplicate accounts
TKT-5902,2024-04-29 10:00,login issue,low,email,Meera,0.68,3.74,4.0,Yes,Wants dark mode in the mobile app
TKT-5580,2024-02-20 20:00,Login Issue,medium,phone,Ananya,1.65,5.98,5.0,No,Wants dark mode in the mobile app
TKT-6498,2024-09-11 15:00,billing,low,email,Rahul,0.64,5.43,4.0,No,Wants dark mode in the mobile app
TKT-6136,2025-01-30 02:00,Login Issue,low,email,Ananya,0.43,8.07,5.0,No,Delivery delayed by courier
TKT-6418,2025-04-14 05:00,Shipping,medium,email,Ananya,2.33,12.51,3.0,No,Refund not received after 14 days
TKT-5485,2024-05-06 18:00,Shipping,low,email,Sara,0.66,5.96,3.0,No,Invoice shows wrong GST number
TKT-6000,2025-03-16 12:00,Feature Request,low,email,Ananya,1.58,6.86,,Yes,Refund not received after 14 days
TKT-5644,2025-02-23 19:00,Billing,high,email,Ananya,0.19,2.39,3.0,No,Customer cannot reset password
